muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,Row %(Apartments with Four or more units),N(Apartments with Four or more units),Row %(Chapter 61 or 61A or 61B Property),N(Chapter 61 or 61A or 61B Property),Row %(Commercial),N(Commercial),Row %(Commercial Vacant),N(Commercial Vacant),Row %(Condominium),N(Condominium),Row %(Federal State or Municipal),N(Federal State or Municipal),Row %(Group Quarters),N(Group Quarters),Row %(Industrial),N(Industrial),Row %(Industrial Vacant),N(Industrial Vacant),Row %(Institutional or Exempt),N(Institutional or Exempt),Row %(Institutional or Exempt Vacant),N(Institutional or Exempt Vacant),Row %(Mixed Use),N(Mixed Use),Row %(Municipal Vacant),N(Municipal Vacant),Row %(Open Space),N(Open Space),Row %(Other Agricultural or Recreational),N(Other Agricultural or Recreational),Row %(Residential Other),N(Residential Other),Row %(Residential Vacant),N(Residential Vacant),Row %(Single Family Residence),N(Single Family Residence),Row %(Tax Exempt Other),N(Tax Exempt Other),Row %(Two or Three Family Residences),N(Two or Three Family Residences),Row %(Unknown),N(Unknown),EJ,Ej Crit De,recoded_ej_criteria,Ej Criteri,Geographic,Geographic 1,Block Group of EJ_POLY,Geoid,Census Tract,Limitedeng,Medianhhi,Minority P,Municipali,Split For,Bg Mhhi,Bg Mhhi Is,Bg Mhhi Pc,Ej Crite 1,Geometry,Limenghh,Limenghhpc,Muni Mhhi,Munimhhi P,Nonhispwhi,Pct Minori,Shape Area,Shape Len,Total Pop,Totalhh
,,339200,339200,5,308,90.0990099,0.32%,1,0.00%,0,0.00%,0,0.00%,0,0.32%,1,0.00%,0,0.32%,1,0.00%,0,0.00%,0,0.97%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.32%,1,88.64%,273,0.00%,0,9.09%,28,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339200,339200,6,294,79.3814433,0.00%,0,0.00%,0,0.34%,1,0.00%,0,1.36%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.68%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,78.57%,231,0.00%,0,19.05%,56,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,53.14867725,339300,339300,1,142,59.3495935,1.41%,2,0.00%,0,4.23%,6,0.00%,0,3.52%,5,2.11%,3,0.00%,0,0.70%,1,0.00%,0,4.93%,7,0.00%,0,0.70%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,51.41%,73,0.00%,0,30.28%,43,0.70%,1,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 3393, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339300,,I,M,Medford,N,33875,0,40.14339066,2,Polygon,54,17.03470039,101168,119.8886032,447,36.59574468,179525.9495,2327.270162,705,317
Medford,53.14867725,339300,339300,2,233,54.50236967,0.43%,1,0.00%,0,0.43%,1,0.00%,0,4.72%,11,0.00%,0,0.00%,0,0.43%,1,0.00%,0,8.58%,20,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.43%,1,0.00%,0,49.36%,115,0.00%,0,35.62%,83,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3393, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339300,,,M,Medford,N,95750,0,113.4680328,1,Polygon,0,0,101168,119.8886032,538,42.88747346,206871.2373,2108.806118,942,285
Medford,53.14867725,339300,339300,3,332,48.34437086,0.30%,1,0.00%,0,2.71%,9,0.00%,0,6.63%,22,0.30%,1,0.00%,0,0.00%,0,0.00%,0,5.12%,17,0.00%,0,0.90%,3,0.00%,0,0.00%,0,0.00%,0,0.30%,1,0.00%,0,43.98%,146,0.00%,0,39.76%,132,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3393, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339300,,,M,Medford,N,67308,0,79.76299286,1,Polygon,6,1.30434787,101168,119.8886032,747,44.62564863,319270.2503,3009.155238,1349,460
Medford,53.14867725,339400,339400,1,235,43.04932735,0.43%,1,0.00%,0,0.43%,1,0.00%,0,3.83%,9,0.43%,1,0.00%,0,0.00%,0,0.00%,0,3.40%,8,0.00%,0,0.85%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,40.85%,96,0.00%,0,49.79%,117,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3394, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339400,,,M,Medford,N,66534,0,78.84576416,1,Polygon,50,11.76470566,101168,119.8886032,766,30.23679417,299741.4341,2359.763153,1098,425
Medford,53.14867725,339400,339400,2,131,25.42372881,3.82%,5,0.00%,0,2.29%,3,0.00%,0,1.53%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,6.11%,8,0.00%,0,1.53%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,22.90%,30,0.00%,0,61.83%,81,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3394, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339400,,,M,Medford,N,127212,0,150.7519074,1,Polygon,0,0,101168,119.8886032,467,29.87987988,93108.75041,1435.108272,666,213
,,339400,339400,3,169,27.27272727,4.14%,7,0.00%,0,0.59%,1,0.00%,0,5.33%,9,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.78%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,26.63%,45,0.00%,0,61.54%,104,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,53.14867725,339400,339400,4,233,17.75700935,0.00%,0,0.00%,0,2.58%,6,0.00%,0,6.44%,15,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.86%,9,0.00%,0,0.43%,1,0.00%,0,0.00%,0,0.00%,0,0.43%,1,1.29%,3,16.31%,38,0.00%,0,68.67%,160,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 3394, Middlesex County, Massachusetts",Block Group 4,4,2.50E+11,339400,,I,M,Medford,N,49167,0,58.26509476,2,Polygon,0,0,101168,119.8886032,682,27.6776246,151103.1582,2149.906855,943,410
Medford,53.14867725,339500,339500,1,423,59.2689295,0.00%,0,0.00%,0,2.36%,10,0.00%,0,2.84%,12,0.00%,0,0.00%,0,0.24%,1,0.00%,0,3.07%,13,0.24%,1,0.95%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.60%,11,53.66%,227,0.00%,0,34.04%,144,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3395, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339500,,,M,Medford,N,105347,0,124.8409042,1,Polygon,9,1.78217816,101168,119.8886032,1822,38.90006707,542272.3677,4272.212311,2982,505
Medford,53.14867725,339500,339500,2,276,41.15044248,4.35%,12,0.00%,0,11.59%,32,1.45%,4,2.17%,6,0.36%,1,0.00%,0,0.72%,2,0.00%,0,2.54%,7,0.00%,0,0.72%,2,0.36%,1,0.00%,0,0.00%,0,0.36%,1,0.36%,1,33.70%,93,0.00%,0,41.30%,114,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 3395, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339500,,I,M,Medford,N,43425,0,51.46056747,2,Polygon,23,4.11449003,101168,119.8886032,814,32.94892916,346022.568,2477.411524,1214,559
Medford,53.14867725,339500,339500,3,165,37.90849673,0.61%,1,0.00%,0,0.00%,0,0.00%,0,1.82%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,6.67%,11,0.00%,0,0.61%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,35.15%,58,0.00%,0,55.15%,91,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3395, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339500,,,M,Medford,N,80455,0,95.34277344,1,Polygon,21,10.19417477,101168,119.8886032,479,29.24667651,179838.3977,1900.95314,677,206
Medford,53.14867725,339500,339500,4,235,72.72727273,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.28%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.28%,3,0.00%,0,0.43%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,71.49%,168,0.00%,0,25.53%,60,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 3395, Middlesex County, Massachusetts",Block Group 4,4,2.50E+11,339500,,,M,Medford,N,104625,0,123.9853058,1,Polygon,0,0,101168,119.8886032,562,28.77059569,150817.8943,1702.875969,789,325
Medford,53.14867725,339600,339600,1,199,19.68085106,0.00%,0,0.00%,0,1.51%,3,0.00%,0,3.02%,6,0.00%,0,0.00%,0,0.50%,1,0.00%,0,3.02%,6,0.00%,0,0.50%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,18.59%,37,0.00%,0,72.86%,145,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3396, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339600,,,M,Medford,N,125063,0,148.205246,1,Polygon,0,0,101168,119.8886032,596,29.38388626,204750.3554,2506.530141,844,349
Medford,53.14867725,339600,339600,2,193,13.55932203,0.00%,0,0.00%,0,1.04%,2,0.00%,0,3.63%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,6.74%,13,0.00%,0,0.52%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,12.44%,24,0.00%,0,75.65%,146,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3396, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339600,,,M,Medford,N,69830,0,82.75167084,1,Polygon,6,2.21402216,101168,119.8886032,653,26.79372197,121935.4026,1563.461098,892,271
Medford,53.14867725,339600,339600,3,170,5.714285714,0.59%,1,0.00%,0,5.29%,9,0.00%,0,4.71%,8,2.35%,4,0.00%,0,0.59%,1,0.00%,0,5.29%,9,0.00%,0,2.35%,4,0.00%,0,0.00%,0,0.00%,0,0.59%,1,1.76%,3,4.71%,8,0.00%,0,71.76%,122,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3396, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339600,,,M,Medford,N,101220,0,119.9502258,1,Polygon,0,0,101168,119.8886032,686,31.4,133446.1112,2203.995506,1000,369
,,339600,339600,4,181,22.94117647,1.10%,2,0.00%,0,1.10%,2,0.00%,0,2.76%,5,0.55%,1,0.00%,0,0.55%,1,0.00%,0,3.31%,6,0.00%,0,0.55%,1,0.00%,0,0.00%,0,0.00%,0,0.55%,1,0.00%,0,21.55%,39,0.00%,0,67.96%,123,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,53.14867725,339600,339600,5,193,37.70491803,1.04%,2,0.00%,0,1.55%,3,0.52%,1,2.59%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.11%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,35.75%,69,0.00%,0,55.44%,107,0.00%,0,Yes,Minority,Minority,M,"Block Group 5, Census Tract 3396, Middlesex County, Massachusetts",Block Group 5,5,2.50E+11,339600,,,M,Medford,N,103098,0,122.1757431,1,Polygon,15,3.96825385,101168,119.8886032,584,34.89409142,115363.3074,1703.109534,897,378
Medford,53.14867725,339600,339600,6,151,18.38235294,5.30%,8,0.00%,0,1.99%,3,0.00%,0,3.97%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.64%,7,0.00%,0,2.65%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.66%,1,16.56%,25,0.00%,0,64.24%,97,0.00%,0,Yes,Minority,Minority,M,"Block Group 6, Census Tract 3396, Middlesex County, Massachusetts",Block Group 6,6,2.50E+11,339600,,,M,Medford,N,106154,0,125.7972412,1,Polygon,0,0,101168,119.8886032,595,39.16155419,93921.22157,1479.872242,978,290
Medford,53.14867725,339700,339700,1,181,26.57342657,1.10%,2,0.00%,0,14.36%,26,0.55%,1,0.55%,1,0.00%,0,0.00%,0,0.55%,1,0.00%,0,3.87%,7,0.00%,0,1.10%,2,0.00%,0,0.00%,0,0.00%,0,0.55%,1,0.00%,0,20.99%,38,0.00%,0,55.80%,101,0.55%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3397, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339700,,,M,Medford,N,77097,0,91.36339569,1,Polygon,31,9.8101263,101168,119.8886032,434,33.63914373,738397.2606,6063.861011,654,316
Medford,53.14867725,339700,339700,2,284,35.36121673,0.70%,2,0.00%,0,1.41%,4,0.00%,0,2.46%,7,0.00%,0,0.00%,0,2.11%,6,0.00%,0,3.52%,10,0.00%,0,0.35%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,32.75%,93,0.00%,0,56.69%,161,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3397, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339700,,,M,Medford,N,68169,0,80.78331757,1,Polygon,51,9.78886795,101168,119.8886032,816,49.69173859,376815.4776,2957.887177,1622,521
Medford,53.14867725,339700,339700,3,192,6.790123457,0.52%,1,0.00%,0,7.81%,15,0.52%,1,1.04%,2,0.00%,0,0.00%,0,0.52%,1,0.00%,0,4.69%,9,0.00%,0,2.08%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,5.73%,11,0.00%,0,77.08%,148,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3397, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339700,,,M,Medford,N,58450,0,69.26586151,1,Polygon,0,0,101168,119.8886032,527,30.01328021,121668.5536,1454.896283,753,495
Medford,53.14867725,339700,339700,4,188,18.01242236,1.06%,2,0.00%,0,3.19%,6,0.00%,0,3.72%,7,0.00%,0,0.00%,0,0.53%,1,0.00%,0,7.98%,15,0.00%,0,2.66%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,15.43%,29,0.00%,0,65.43%,123,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 3397, Middlesex County, Massachusetts",Block Group 4,4,2.50E+11,339700,,,M,Medford,N,58708,0,69.5716095,1,Polygon,97,24.49494934,101168,119.8886032,579,34.72378805,101452.2952,2152.589275,887,396
Medford,53.14867725,339802,339802,1,318,75.61983471,1.26%,4,0.00%,0,15.41%,49,0.94%,3,0.31%,1,0.63%,2,0.00%,0,3.77%,12,0.63%,2,1.89%,6,0.00%,0,0.63%,2,0.00%,0,0.00%,0,0.00%,0,0.31%,1,0.00%,0,57.55%,183,0.00%,0,16.67%,53,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3398.02, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339802,,,M,Medford,N,156400,0,185.3410034,1,Polygon,50,6.17283964,101168,119.8886032,803,46.10738255,930316.5846,4323.25176,1490,810
Medford,53.14867725,339802,339802,2,159,52.5974026,2.52%,4,0.00%,0,0.00%,0,0.00%,0,1.26%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.14%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,50.94%,81,0.00%,0,42.14%,67,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3398.02, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339802,,,M,Medford,N,179079,0,212.216629,1,Polygon,0,0,101168,119.8886032,434,36.17647059,134894.7952,1641.053707,680,190
Medford,53.14867725,339802,339802,3,183,68.36158192,0.55%,1,0.00%,0,0.00%,0,0.00%,0,2.73%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.73%,5,0.00%,0,0.55%,1,0.00%,0,0.00%,0,0.00%,0,0.55%,1,0.00%,0,66.12%,121,0.00%,0,26.78%,49,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3398.02, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339802,,,M,Medford,N,135469,0,160.5368195,1,Polygon,0,0,101168,119.8886032,494,35.08541393,126279.5569,1440.344139,761,189
Medford,53.14867725,339802,339802,4,112,44.04761905,3.57%,4,0.00%,0,6.25%,7,0.89%,1,2.68%,3,3.57%,4,0.00%,0,0.00%,0,0.00%,0,9.82%,11,0.00%,0,0.89%,1,1.79%,2,0.00%,0,0.00%,0,0.00%,0,0.89%,1,33.04%,37,0.00%,0,35.71%,40,0.89%,1,Yes,Minority,Minority,M,"Block Group 4, Census Tract 3398.02, Middlesex County, Massachusetts",Block Group 4,4,2.50E+11,339802,,,M,Medford,N,76656,0,90.84078979,1,Polygon,72,7.12871265,101168,119.8886032,1050,58.88801879,1014492.971,6797.982438,2554,1010
Medford,53.14867725,339803,339803,1,8,,0.00%,0,0.00%,0,37.50%,3,0.00%,0,0.00%,0,12.50%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,37.50%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,12.50%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3398.03, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339803,,,M,Medford,N,96250,0,114.0605545,1,Polygon,87,9.50819683,101168,119.8886032,424,59.34803452,456622.3253,2909.919946,1043,915
Medford,53.14867725,339803,339803,2,52,9.302325581,1.92%,1,0.00%,0,3.85%,2,0.00%,0,0.00%,0,1.92%,1,0.00%,0,1.92%,1,0.00%,0,7.69%,4,0.00%,0,1.92%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.69%,4,0.00%,0,73.08%,38,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3398.03, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339803,,,M,Medford,N,90885,0,107.7027893,1,Polygon,140,13.671875,101168,119.8886032,1277,45.42735043,496509.1363,3665.950621,2340,1024
Medford,53.14867725,339804,339804,1,152,28.96551724,0.00%,0,0.00%,0,0.66%,1,0.00%,0,11.18%,17,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.95%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,27.63%,42,0.00%,0,56.58%,86,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3398.04, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339804,,,M,Medford,N,0,0,0,1,Polygon,82,23.8372097,101168,119.8886032,376,45.89928058,107848.7707,1671.16916,695,344
Medford,53.14867725,339804,339804,2,136,22.68907563,1.47%,2,0.00%,0,5.88%,8,0.00%,0,2.21%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,5.15%,7,0.00%,0,1.47%,2,0.00%,0,0.00%,0,0.00%,0,0.74%,1,0.00%,0,19.85%,27,0.00%,0,63.24%,86,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3398.04, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339804,,,M,Medford,N,143109,0,169.5905609,1,Polygon,0,0,101168,119.8886032,287,46.35514019,121210.4163,1596.877703,535,269
Medford,53.14867725,339804,339804,3,211,28.14070352,0.95%,2,0.00%,0,2.37%,5,0.00%,0,6.16%,13,0.00%,0,0.00%,0,0.95%,2,0.00%,0,1.90%,4,0.00%,0,0.47%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,26.54%,56,0.00%,0,60.66%,128,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3398.04, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339804,,,M,Medford,N,91923,0,108.932869,1,Polygon,89,23.17708397,101168,119.8886032,579,43.78640777,294676.4297,2886.952817,1030,384
Medford,53.14867725,339900,339900,1,344,30.06134969,0.87%,3,0.00%,0,0.29%,1,0.00%,0,2.91%,10,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.65%,16,0.00%,0,0.00%,0,0.29%,1,0.00%,0,0.00%,0,0.29%,1,0.00%,0,28.49%,98,0.00%,0,62.21%,214,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3399, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339900,,,M,Medford,N,91435,0,108.3545685,1,Polygon,45,6.6469717,101168,119.8886032,1011,35.89093215,262073.4352,2172.392098,1577,677
Medford,53.14867725,339900,339900,2,233,59.36073059,3.43%,8,0.00%,0,0.43%,1,0.00%,0,3.43%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.29%,10,0.00%,0,0.86%,2,0.00%,0,0.00%,0,0.00%,0,0.43%,1,0.43%,1,55.79%,130,0.00%,0,30.90%,72,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3399, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,339900,,,M,Medford,N,90417,0,107.1481934,1,Polygon,20,6.5359478,101168,119.8886032,583,38.17603393,188545.6555,1788.309899,943,306
Medford,53.14867725,339900,339900,3,235,17.27272727,0.43%,1,0.00%,0,1.28%,3,0.00%,0,3.83%,9,0.43%,1,0.00%,0,0.00%,0,0.00%,0,4.26%,10,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,16.17%,38,0.00%,0,73.19%,172,0.43%,1,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3399, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339900,,,M,Medford,N,95893,0,113.637497,1,Polygon,17,4.21836233,101168,119.8886032,657,38.76980429,213381.7129,1945.078379,1073,403
Medford,53.14867725,339900,339900,4,135,47.86324786,4.44%,6,0.00%,0,2.96%,4,0.00%,0,5.19%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.41%,10,0.00%,0,0.74%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.74%,1,41.48%,56,0.00%,0,35.56%,48,1.48%,2,Yes,Minority,Minority,M,"Block Group 4, Census Tract 3399, Middlesex County, Massachusetts",Block Group 4,4,2.50E+11,339900,,,M,Medford,N,81094,0,96.10002136,1,Polygon,0,0,101168,119.8886032,441,45.68965517,125681.4843,1517.945387,812,310
Medford,53.14867725,339900,339900,5,244,60,0.00%,0,0.00%,0,4.51%,11,0.00%,0,1.64%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.23%,3,0.00%,0,2.05%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,55.33%,135,0.00%,0,35.25%,86,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 5, Census Tract 3399, Middlesex County, Massachusetts",Block Group 5,5,2.50E+11,339900,E,,M,Medford,N,148784,0,176.3156891,2,Polygon,75,28.40909004,101168,119.8886032,633,31.34490239,167585.6976,1742.598423,922,264
Medford,53.14867725,340000,340000,1,160,28.57142857,0.00%,0,0.00%,0,6.88%,11,0.00%,0,5.00%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.13%,5,0.00%,0,2.50%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,25.00%,40,0.00%,0,57.50%,92,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3400, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,340000,,,M,Medford,N,57285,0,67.88528442,1,Polygon,31,7.24299049,101168,119.8886032,603,45.57761733,120960.7011,1517.878909,1108,428
Medford,53.14867725,340000,340000,2,192,54.3956044,0.52%,1,0.00%,0,0.00%,0,0.00%,0,1.56%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.69%,9,0.00%,0,0.00%,0,0.52%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,51.56%,99,0.00%,0,41.15%,79,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3400, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,340000,,,M,Medford,N,106652,0,126.3873901,1,Polygon,41,12.23880577,101168,119.8886032,534,31.36246787,209062.9657,2296.527974,778,335
Medford,53.14867725,340000,340000,3,173,51.31578947,2.31%,4,0.00%,0,3.47%,6,0.58%,1,4.62%,8,0.58%,1,0.00%,0,0.58%,1,0.00%,0,4.62%,8,0.00%,0,2.31%,4,0.00%,0,0.00%,0,0.00%,0,1.73%,3,0.00%,0,45.09%,78,0.00%,0,34.10%,59,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3400, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,340000,,,M,Medford,N,129476,0,153.434845,1,Polygon,19,6.10932493,101168,119.8886032,472,32.95454545,174922.9313,2111.994039,704,311
Medford,53.14867725,340100,340100,1,304,99.66666667,0.00%,0,0.00%,0,0.33%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.33%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.66%,2,98.36%,299,0.00%,0,0.33%,1,0.00%,0,Yes,English isolation,English isolation,E,"Block Group 1, Census Tract 3401, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,340100,E,,,Medford,N,71723,1,84.9949646,1,Polygon,77,27.59856606,101168,119.8886032,559,24.45945946,246565.0986,2299.257717,740,279
,,340100,340100,2,499,97.98387097,0.00%,0,0.00%,0,0.20%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.20%,1,0.00%,0,0.20%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.20%,1,0.00%,0,97.39%,486,0.00%,0,1.80%,9,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,53.14867725,340100,340100,3,431,84.28571429,0.70%,3,0.00%,0,0.93%,4,0.00%,0,1.16%,5,0.00%,0,0.23%,1,0.00%,0,0.00%,0,1.16%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.46%,2,0.23%,1,82.13%,354,0.00%,0,12.99%,56,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3401, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,340100,,,M,Medford,N,104568,0,123.9177551,1,Polygon,11,1.3017751,101168,119.8886032,999,34.91856678,409399.8871,3293.339693,1535,845
,,340100,340100,4,341,97.03264095,0.00%,0,0.00%,0,0.29%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.29%,1,0.00%,0,0.00%,0,0.29%,1,0.00%,0,0.00%,0,0.00%,0,0.29%,1,95.89%,327,0.00%,0,2.93%,10,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,340100,340100,5,307,97.67441861,0.00%,0,0.00%,0,0.98%,3,0.00%,0,0.33%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.98%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,95.77%,294,0.00%,0,1.95%,6,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,340100,340100,6,380,97.05093834,0.00%,0,0.00%,0,0.26%,1,0.00%,0,0.26%,1,0.26%,1,0.00%,0,0.00%,0,0.00%,0,0.26%,1,0.00%,0,0.26%,1,0.00%,0,0.00%,0,0.00%,0,0.26%,1,0.79%,3,95.26%,362,0.00%,0,2.37%,9,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
